fitness,algorithm,N,best_fitness,time,random_state,max_iters
FlipFlop,mimic,20,19.0,0.6819431781768799,1,50.0
FlipFlop,mimic,20,19.0,0.6832830905914307,1,100.0
FlipFlop,mimic,20,19.0,0.25983095169067383,2,5.0
FlipFlop,mimic,20,19.0,0.7943441867828369,2,50.0
FlipFlop,mimic,20,19.0,0.7956118583679199,2,100.0
FlipFlop,mimic,20,19.0,0.2582430839538574,3,5.0
FlipFlop,mimic,20,19.0,0.5819549560546875,3,50.0
FlipFlop,mimic,20,19.0,0.5808041095733643,3,100.0
FourPeaks,random_hill_climb,20,2.0,9.703636169433594e-05,0,50.0
FourPeaks,random_hill_climb,20,0.0,5.1975250244140625e-05,0,500.0
FourPeaks,random_hill_climb,20,4.0,0.00023317337036132812,0,1000.0
FourPeaks,random_hill_climb,20,5.0,0.000102996826171875,1,50.0
FourPeaks,random_hill_climb,20,5.0,9.584426879882812e-05,1,500.0
FourPeaks,random_hill_climb,20,5.0,9.393692016601562e-05,1,1000.0
FourPeaks,random_hill_climb,20,2.0,5.030632019042969e-05,2,50.0
FourPeaks,random_hill_climb,20,2.0,4.935264587402344e-05,2,500.0
FourPeaks,random_hill_climb,20,2.0,4.8160552978515625e-05,2,1000.0
FourPeaks,random_hill_climb,20,3.0,5.0067901611328125e-05,3,50.0
FourPeaks,random_hill_climb,20,3.0,5.1021575927734375e-05,3,500.0
FourPeaks,random_hill_climb,20,3.0,5.0067901611328125e-05,3,1000.0
FourPeaks,simulated_annealing,20,25.0,0.0003838539123535156,0,50.0
FourPeaks,simulated_annealing,20,33.0,0.0008199214935302734,0,500.0
FourPeaks,simulated_annealing,20,37.0,0.0010991096496582031,0,1000.0
FourPeaks,simulated_annealing,20,26.0,0.00039005279541015625,1,50.0
FourPeaks,simulated_annealing,20,28.0,0.0012238025665283203,1,500.0
FourPeaks,simulated_annealing,20,28.0,0.0012178421020507812,1,1000.0
FourPeaks,simulated_annealing,20,3.0,0.0003578662872314453,2,50.0
FourPeaks,simulated_annealing,20,35.0,0.0015368461608886719,2,500.0
FourPeaks,simulated_annealing,20,35.0,0.001538991928100586,2,1000.0
FourPeaks,simulated_annealing,20,6.0,0.00037789344787597656,3,50.0
FourPeaks,simulated_annealing,20,36.0,0.0007429122924804688,3,500.0
FourPeaks,simulated_annealing,20,36.0,0.00074005126953125,3,1000.0
FourPeaks,genetic_alg,20,36.0,0.08096098899841309,0,50.0
FourPeaks,genetic_alg,20,34.0,0.12650084495544434,0,500.0
FourPeaks,genetic_alg,20,32.0,0.059204816818237305,0,1000.0
FourPeaks,genetic_alg,20,37.0,0.11176133155822754,1,50.0
FourPeaks,genetic_alg,20,37.0,0.11162304878234863,1,500.0
FourPeaks,genetic_alg,20,37.0,0.11147093772888184,1,1000.0
FourPeaks,genetic_alg,20,35.0,0.08110809326171875,2,50.0
FourPeaks,genetic_alg,20,35.0,0.08121919631958008,2,500.0
FourPeaks,genetic_alg,20,35.0,0.08284211158752441,2,1000.0
FourPeaks,genetic_alg,20,35.0,0.08958196640014648,3,50.0
FourPeaks,genetic_alg,20,35.0,0.08932209014892578,3,500.0
FourPeaks,genetic_alg,20,35.0,0.08943986892700195,3,1000.0
FourPeaks,mimic,20,33.0,0.24815893173217773,0,5.0
FourPeaks,mimic,20,35.0,1.2181251049041748,0,50.0
FourPeaks,mimic,20,34.0,0.6309120655059814,0,100.0
FourPeaks,mimic,20,34.0,0.24795794486999512,1,5.0
FourPeaks,mimic,20,34.0,0.597038984298706,1,50.0
FourPeaks,mimic,20,34.0,0.5935728549957275,1,100.0
FourPeaks,mimic,20,34.0,0.24787616729736328,2,5.0
FourPeaks,mimic,20,36.0,0.8666141033172607,2,50.0
FourPeaks,mimic,20,36.0,0.8705048561096191,2,100.0
FourPeaks,mimic,20,37.0,0.24827003479003906,3,5.0
FourPeaks,mimic,20,37.0,0.7209038734436035,3,50.0
FourPeaks,mimic,20,37.0,0.7222068309783936,3,100.0
OneMax,random_hill_climb,30,23.0,0.00014066696166992188,0,50.0
OneMax,random_hill_climb,30,24.0,0.0002460479736328125,0,500.0
OneMax,random_hill_climb,30,29.0,0.0003368854522705078,0,1000.0
OneMax,random_hill_climb,30,28.0,0.0003409385681152344,1,50.0
OneMax,random_hill_climb,30,29.0,0.0004169940948486328,1,500.0
OneMax,random_hill_climb,30,29.0,0.0004138946533203125,1,1000.0
OneMax,random_hill_climb,30,27.0,0.0002543926239013672,2,50.0
OneMax,random_hill_climb,30,27.0,0.0002532005310058594,2,500.0
OneMax,random_hill_climb,30,27.0,0.0002779960632324219,2,1000.0
OneMax,random_hill_climb,30,27.0,0.0003170967102050781,3,50.0
OneMax,random_hill_climb,30,27.0,0.0002989768981933594,3,500.0
OneMax,random_hill_climb,30,27.0,0.0003178119659423828,3,1000.0
OneMax,simulated_annealing,30,26.0,0.00046896934509277344,0,50.0
OneMax,simulated_annealing,30,29.0,0.0014188289642333984,0,500.0
OneMax,simulated_annealing,30,27.0,0.0009710788726806641,0,1000.0
OneMax,simulated_annealing,30,24.0,0.00047206878662109375,1,50.0
OneMax,simulated_annealing,30,25.0,0.0009090900421142578,1,500.0
OneMax,simulated_annealing,30,25.0,0.0009052753448486328,1,1000.0
OneMax,simulated_annealing,30,24.0,0.0004589557647705078,2,50.0
OneMax,simulated_annealing,30,24.0,0.0006299018859863281,2,500.0
OneMax,simulated_annealing,30,24.0,0.0006461143493652344,2,1000.0
OneMax,simulated_annealing,30,25.0,0.00046706199645996094,3,50.0
OneMax,simulated_annealing,30,26.0,0.0006890296936035156,3,500.0
OneMax,simulated_annealing,30,26.0,0.000675201416015625,3,1000.0
OneMax,genetic_alg,30,24.0,0.05955815315246582,0,50.0
OneMax,genetic_alg,30,25.0,0.05872297286987305,0,500.0
OneMax,genetic_alg,30,26.0,0.1283581256866455,0,1000.0
OneMax,genetic_alg,30,25.0,0.09250593185424805,1,50.0
OneMax,genetic_alg,30,25.0,0.09213519096374512,1,500.0
OneMax,genetic_alg,30,25.0,0.09216785430908203,1,1000.0
OneMax,genetic_alg,30,26.0,0.13991093635559082,2,50.0
OneMax,genetic_alg,30,26.0,0.13956284523010254,2,500.0
OneMax,genetic_alg,30,26.0,0.14136600494384766,2,1000.0
OneMax,genetic_alg,30,25.0,0.10282683372497559,3,50.0
OneMax,genetic_alg,30,25.0,0.10221505165100098,3,500.0
OneMax,genetic_alg,30,25.0,0.10194993019104004,3,1000.0
OneMax,mimic,30,30.0,0.571260929107666,0,5.0
OneMax,mimic,30,30.0,1.536123275756836,0,50.0
OneMax,mimic,30,30.0,1.5357270240783691,0,100.0
OneMax,mimic,30,30.0,0.5715978145599365,1,5.0
OneMax,mimic,30,30.0,1.5381100177764893,1,50.0
OneMax,mimic,30,30.0,1.541895866394043,1,100.0
OneMax,mimic,30,30.0,0.5762879848480225,2,5.0
OneMax,mimic,30,30.0,1.5404598712921143,2,50.0
OneMax,mimic,30,30.0,1.5406560897827148,2,100.0
OneMax,mimic,30,30.0,0.5740139484405518,3,5.0
OneMax,mimic,30,30.0,1.6562848091125488,3,50.0
OneMax,mimic,30,30.0,1.6570219993591309,3,100.0
FlipFlop,random_hill_climb,30,23.0,0.0001659393310546875,0,50.0
FlipFlop,random_hill_climb,30,22.0,0.00014019012451171875,0,500.0
FlipFlop,random_hill_climb,30,18.0,0.00011014938354492188,0,1000.0
FlipFlop,random_hill_climb,30,18.0,0.00016689300537109375,1,50.0
FlipFlop,random_hill_climb,30,18.0,0.00018095970153808594,1,500.0
FlipFlop,random_hill_climb,30,18.0,0.00018095970153808594,1,1000.0
FlipFlop,random_hill_climb,30,23.0,0.00022912025451660156,2,50.0
FlipFlop,random_hill_climb,30,23.0,0.0002300739288330078,2,500.0
FlipFlop,random_hill_climb,30,23.0,0.00034809112548828125,2,1000.0
