fitness,algorithm,N,best_fitness,time,random_state,max_iters
OneMax,random_hill_climb,30,23.0,0.0001971721649169922,0,100
OneMax,random_hill_climb,30,29.0,0.00039577484130859375,1,100
OneMax,simulated_annealing,30,25.0,0.0005688667297363281,0,100
OneMax,simulated_annealing,30,25.0,0.0008919239044189453,1,100
OneMax,genetic_alg,30,25.0,0.06912493705749512,0,100
OneMax,genetic_alg,30,25.0,0.09283280372619629,1,100
OneMax,mimic,30,30.0,1.5460259914398193,0,100
OneMax,mimic,30,30.0,1.542862892150879,1,100
FlipFlop,random_hill_climb,30,22.0,0.00034880638122558594,0,100
FlipFlop,random_hill_climb,30,18.0,0.00016927719116210938,1,100
FlipFlop,simulated_annealing,30,23.0,0.001062154769897461,0,100
FlipFlop,simulated_annealing,30,26.0,0.0009801387786865234,1,100
FlipFlop,genetic_alg,30,24.0,0.0980079174041748,0,100
FlipFlop,genetic_alg,30,24.0,0.08734416961669922,1,100
FlipFlop,mimic,30,29.0,1.8161039352416992,0,100
FlipFlop,mimic,30,29.0,1.7791869640350342,1,100
FourPeaks,random_hill_climb,30,2.0,6.389617919921875e-05,0,100
FourPeaks,random_hill_climb,30,2.0,5.507469177246094e-05,1,100
FourPeaks,simulated_annealing,30,15.0,0.0007431507110595703,0,100
FourPeaks,simulated_annealing,30,12.0,0.0007269382476806641,1,100
FourPeaks,genetic_alg,30,48.0,0.0660560131072998,0,100
FourPeaks,genetic_alg,30,48.0,0.08428168296813965,1,100
FourPeaks,mimic,30,49.0,2.011632204055786,0,100
FourPeaks,mimic,30,54.0,2.751690149307251,1,100
OneMax,random_hill_climb,40,32.0,0.00023508071899414062,0,100
OneMax,random_hill_climb,40,36.0,0.00036406517028808594,1,100
OneMax,simulated_annealing,40,36.0,0.0007371902465820312,0,100
OneMax,simulated_annealing,40,34.0,0.0008230209350585938,1,100
OneMax,genetic_alg,40,33.0,0.1454761028289795,0,100
OneMax,genetic_alg,40,32.0,0.11066508293151855,1,100
OneMax,mimic,40,40.0,2.9426050186157227,0,100
OneMax,mimic,40,40.0,2.936152696609497,1,100
FlipFlop,random_hill_climb,40,26.0,0.0002040863037109375,0,100
FlipFlop,random_hill_climb,40,29.0,0.0004611015319824219,1,100
FlipFlop,simulated_annealing,40,30.0,0.0014078617095947266,0,100
FlipFlop,simulated_annealing,40,29.0,0.001386880874633789,1,100
FlipFlop,genetic_alg,40,31.0,0.08425688743591309,0,100
FlipFlop,genetic_alg,40,31.0,0.13931608200073242,1,100
FlipFlop,mimic,40,37.0,3.345121145248413,0,100
FlipFlop,mimic,40,37.0,3.4267358779907227,1,100
FourPeaks,random_hill_climb,40,5.0,6.508827209472656e-05,0,100
FourPeaks,random_hill_climb,40,3.0,5.5789947509765625e-05,1,100
FourPeaks,simulated_annealing,40,6.0,0.0008099079132080078,0,100
FourPeaks,simulated_annealing,40,6.0,0.0008740425109863281,1,100
FourPeaks,genetic_alg,40,56.0,0.11703705787658691,0,100
FourPeaks,genetic_alg,40,54.0,0.07816290855407715,1,100
FourPeaks,mimic,40,59.0,4.013276100158691,0,100
FourPeaks,mimic,40,61.0,3.5309460163116455,1,100
OneMax,random_hill_climb,50,36.0,0.0002372264862060547,0,100
OneMax,random_hill_climb,50,46.0,0.00043272972106933594,1,100
OneMax,simulated_annealing,50,42.0,0.0008440017700195312,0,100
OneMax,simulated_annealing,50,46.0,0.0007977485656738281,1,100
OneMax,genetic_alg,50,42.0,0.11028909683227539,0,100
OneMax,genetic_alg,50,39.0,0.10049581527709961,1,100
OneMax,mimic,50,50.0,4.903784990310669,0,100
OneMax,mimic,50,50.0,4.893143653869629,1,100
FlipFlop,random_hill_climb,50,26.0,0.00011205673217773438,0,100
FlipFlop,random_hill_climb,50,27.0,0.0002040863037109375,1,100
FlipFlop,simulated_annealing,50,38.0,0.0015077590942382812,0,100
FlipFlop,simulated_annealing,50,36.0,0.0014710426330566406,1,100
FlipFlop,genetic_alg,50,37.0,0.13152670860290527,0,100
FlipFlop,genetic_alg,50,36.0,0.0842280387878418,1,100
FlipFlop,mimic,50,46.0,5.4251549243927,0,100
FlipFlop,mimic,50,49.0,5.8687849044799805,1,100
FourPeaks,random_hill_climb,50,1.0,6.413459777832031e-05,0,100
FourPeaks,random_hill_climb,50,2.0,5.507469177246094e-05,1,100
FourPeaks,simulated_annealing,50,1.0,0.0007297992706298828,0,100
FourPeaks,simulated_annealing,50,1.0,0.0007297992706298828,1,100
FourPeaks,genetic_alg,50,69.0,0.08587002754211426,0,100
FourPeaks,genetic_alg,50,68.0,0.13579583168029785,1,100
FourPeaks,mimic,50,70.0,6.6705663204193115,0,100
FourPeaks,mimic,50,86.0,7.580335855484009,1,100
OneMax,random_hill_climb,60,44.0,0.00040984153747558594,0,100
OneMax,random_hill_climb,60,53.0,0.0004642009735107422,1,100
OneMax,simulated_annealing,60,50.0,0.0009510517120361328,0,100
OneMax,simulated_annealing,60,46.0,0.0009260177612304688,1,100
OneMax,genetic_alg,60,46.0,0.09235978126525879,0,100
OneMax,genetic_alg,60,47.0,0.11925792694091797,1,100
OneMax,mimic,60,60.0,7.079901218414307,0,100
OneMax,mimic,60,60.0,7.5338122844696045,1,100
FlipFlop,random_hill_climb,60,39.0,0.0003077983856201172,0,100
FlipFlop,random_hill_climb,60,40.0,0.00043082237243652344,1,100
FlipFlop,simulated_annealing,60,44.0,0.0018341541290283203,0,100
FlipFlop,simulated_annealing,60,43.0,0.001764059066772461,1,100
FlipFlop,genetic_alg,60,43.0,0.14256596565246582,0,100
FlipFlop,genetic_alg,60,46.0,0.0715479850769043,1,100
FlipFlop,mimic,60,55.0,8.97107720375061,0,100
FlipFlop,mimic,60,56.0,9.411092042922974,1,100
FourPeaks,random_hill_climb,60,7.0,9.298324584960938e-05,0,100
FourPeaks,random_hill_climb,60,2.0,5.507469177246094e-05,1,100
FourPeaks,simulated_annealing,60,5.0,0.0007669925689697266,0,100
FourPeaks,simulated_annealing,60,1.0,0.0007228851318359375,1,100
FourPeaks,genetic_alg,60,77.0,0.11590886116027832,0,100
FourPeaks,genetic_alg,60,78.0,0.10005927085876465,1,100
FourPeaks,mimic,60,85.0,10.806200742721558,0,100
FourPeaks,mimic,60,84.0,11.347647190093994,1,100
OneMax,random_hill_climb,70,63.0,0.0006377696990966797,0,100
OneMax,random_hill_climb,70,56.0,0.00034689903259277344,1,100
OneMax,simulated_annealing,70,53.0,0.0008671283721923828,0,100
OneMax,simulated_annealing,70,58.0,0.0008227825164794922,1,100
OneMax,genetic_alg,70,51.0,0.11231017112731934,0,100
OneMax,genetic_alg,70,52.0,0.08968091011047363,1,100
OneMax,mimic,70,70.0,10.215957880020142,0,100
OneMax,mimic,70,70.0,10.884232997894287,1,100
FlipFlop,random_hill_climb,70,42.0,0.00029277801513671875,0,100
FlipFlop,random_hill_climb,70,50.0,0.0006937980651855469,1,100
FlipFlop,simulated_annealing,70,49.0,0.0019469261169433594,0,100
FlipFlop,simulated_annealing,70,57.0,0.0018389225006103516,1,100
FlipFlop,genetic_alg,70,49.0,0.2059788703918457,0,100
FlipFlop,genetic_alg,70,50.0,0.12428641319274902,1,100
FlipFlop,mimic,70,61.0,11.782703876495361,0,100
FlipFlop,mimic,70,61.0,11.133868932723999,1,100
FourPeaks,random_hill_climb,70,1.0,6.890296936035156e-05,0,100
FourPeaks,random_hill_climb,70,2.0,6.198883056640625e-05,1,100
FourPeaks,simulated_annealing,70,4.0,0.0008649826049804688,0,100
FourPeaks,simulated_annealing,70,6.0,0.0008420944213867188,1,100
FourPeaks,genetic_alg,70,86.0,0.15166711807250977,0,100
FourPeaks,genetic_alg,70,90.0,0.2705700397491455,1,100
FourPeaks,mimic,70,25.0,11.157849788665771,0,100
FourPeaks,mimic,70,95.0,14.982040166854858,1,100
OneMax,random_hill_climb,80,60.0,0.0006117820739746094,0,100
OneMax,random_hill_climb,80,64.0,0.00038886070251464844,1,100
OneMax,simulated_annealing,80,60.0,0.0010879039764404297,0,100
OneMax,simulated_annealing,80,64.0,0.000843048095703125,1,100
OneMax,genetic_alg,80,55.0,0.08739304542541504,0,100
OneMax,genetic_alg,80,57.0,0.12765002250671387,1,100
OneMax,mimic,80,80.0,14.963943004608154,0,100
OneMax,mimic,80,79.0,14.89162802696228,1,100
FlipFlop,random_hill_climb,80,46.0,0.00027489662170410156,0,100
FlipFlop,random_hill_climb,80,52.0,0.0006418228149414062,1,100
FlipFlop,simulated_annealing,80,55.0,0.0020380020141601562,0,100
FlipFlop,simulated_annealing,80,66.0,0.0020270347595214844,1,100
FlipFlop,genetic_alg,80,56.0,0.1466219425201416,0,100
FlipFlop,genetic_alg,80,57.0,0.09710812568664551,1,100
FlipFlop,mimic,80,71.0,16.72282075881958,0,100
FlipFlop,mimic,80,72.0,17.616551876068115,1,100
FourPeaks,random_hill_climb,80,3.0,6.67572021484375e-05,0,100
FourPeaks,random_hill_climb,80,2.0,5.507469177246094e-05,1,100
FourPeaks,simulated_annealing,80,21.0,0.0009469985961914062,0,100
FourPeaks,simulated_annealing,80,9.0,0.0007829666137695312,1,100
FourPeaks,genetic_alg,80,98.0,0.11787962913513184,0,100
FourPeaks,genetic_alg,80,96.0,0.15677499771118164,1,100
FourPeaks,mimic,80,94.0,16.0169939994812,0,100
FourPeaks,mimic,80,93.0,13.275892972946167,1,100
OneMax,random_hill_climb,90,77.0,0.0007050037384033203,0,100
OneMax,random_hill_climb,90,75.0,0.0004940032958984375,1,100
OneMax,simulated_annealing,90,72.0,0.0008640289306640625,0,100
OneMax,simulated_annealing,90,77.0,0.0008461475372314453,1,100
OneMax,genetic_alg,90,64.0,0.07851099967956543,0,100
OneMax,genetic_alg,90,63.0,0.17908692359924316,1,100
OneMax,mimic,90,90.0,19.865217924118042,0,100
OneMax,mimic,90,90.0,18.807650804519653,1,100
FlipFlop,random_hill_climb,90,50.0,0.0001862049102783203,0,100
FlipFlop,random_hill_climb,90,57.0,0.0007121562957763672,1,100
FlipFlop,simulated_annealing,90,66.0,0.0023403167724609375,0,100
FlipFlop,simulated_annealing,90,71.0,0.002463102340698242,1,100
FlipFlop,genetic_alg,90,61.0,0.14803791046142578,0,100
FlipFlop,genetic_alg,90,61.0,0.11081314086914062,1,100
FlipFlop,mimic,90,81.0,19.99322199821472,0,100
FlipFlop,mimic,90,81.0,27.11633014678955,1,100
FourPeaks,random_hill_climb,90,1.0,6.389617919921875e-05,0,100
FourPeaks,random_hill_climb,90,2.0,5.316734313964844e-05,1,100
FourPeaks,simulated_annealing,90,2.0,0.0007832050323486328,0,100
FourPeaks,simulated_annealing,90,4.0,0.0008220672607421875,1,100
FourPeaks,genetic_alg,90,109.0,0.1393589973449707,0,100
FourPeaks,genetic_alg,90,105.0,0.15076923370361328,1,100
FourPeaks,mimic,90,108.0,24.373915910720825,0,100
FourPeaks,mimic,90,103.0,15.88067889213562,1,100
OneMax,random_hill_climb,100,77.0,0.0004858970642089844,0,100
OneMax,random_hill_climb,100,80.0,0.0005140304565429688,1,100
OneMax,simulated_annealing,100,75.0,0.0008680820465087891,0,100
OneMax,simulated_annealing,100,76.0,0.0008270740509033203,1,100
OneMax,genetic_alg,100,69.0,0.12336611747741699,0,100
OneMax,genetic_alg,100,69.0,0.09362196922302246,1,100
OneMax,mimic,100,100.0,24.490566730499268,0,100
OneMax,mimic,100,100.0,25.828194856643677,1,100
FlipFlop,random_hill_climb,100,65.0,0.0005118846893310547,0,100
FlipFlop,random_hill_climb,100,63.0,0.0006701946258544922,1,100
FlipFlop,simulated_annealing,100,75.0,0.0023822784423828125,0,100
FlipFlop,simulated_annealing,100,72.0,0.0025777816772460938,1,100
FlipFlop,genetic_alg,100,68.0,0.11560606956481934,0,100
FlipFlop,genetic_alg,100,68.0,0.18730998039245605,1,100
FlipFlop,mimic,100,89.0,29.78626298904419,0,100
FlipFlop,mimic,100,84.0,23.657888174057007,1,100
FourPeaks,random_hill_climb,100,1.0,6.29425048828125e-05,0,100
FourPeaks,random_hill_climb,100,2.0,5.3882598876953125e-05,1,100
FourPeaks,simulated_annealing,100,6.0,0.0008251667022705078,0,100
FourPeaks,simulated_annealing,100,2.0,0.0007281303405761719,1,100
FourPeaks,genetic_alg,100,120.0,0.21451997756958008,0,100
FourPeaks,genetic_alg,100,112.0,0.11353015899658203,1,100
FourPeaks,mimic,100,130.0,28.001249074935913,0,100
FourPeaks,mimic,100,114.0,22.472742080688477,1,100
