,algorithm,duration,nn,random_state,train_accuracy,test_accuracy,f1_train,f1_test,fitness_curve,sample_size,hidden_nodes,max_iters
264,simulated_annealing,0.058741092681884766,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",0,0.7070393374741201,0.7060041407867494,0.21606648199445985,0.1744186046511628,100,966,[8],100
265,simulated_annealing,0.11330008506774902,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",0,0.7018633540372671,0.6997929606625258,0.21739130434782608,0.17142857142857143,200,966,[8],200
266,simulated_annealing,0.16797590255737305,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",0,0.7028985507246377,0.6997929606625258,0.22641509433962265,0.18079096045197743,300,966,[8],300
267,simulated_annealing,0.22417879104614258,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",0,0.7122153209109731,0.7101449275362319,0.2191011235955056,0.1764705882352941,400,966,[8],400
268,simulated_annealing,0.069976806640625,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",0,0.7075064710957722,0.7060041407867494,0.20608899297423885,0.1744186046511628,100,1159,[8],100
269,simulated_annealing,0.14884376525878906,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",0,0.7023295944779983,0.6997929606625258,0.21412300683371296,0.17142857142857143,200,1159,[8],200
270,simulated_annealing,0.22958111763000488,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",0,0.7014667817083693,0.6977225672877847,0.22072072072072071,0.1797752808988764,300,1159,[8],300
271,simulated_annealing,0.31514716148376465,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",0,0.7126833477135461,0.7101449275362319,0.20902612826603323,0.1764705882352941,400,1159,[8],400
272,simulated_annealing,0.0859060287475586,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",0,0.7071005917159763,0.7060041407867494,0.20161290322580647,0.1744186046511628,100,1352,[8],100
273,simulated_annealing,0.17356300354003906,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",0,0.7011834319526628,0.6997929606625258,0.207843137254902,0.17142857142857143,200,1352,[8],200
274,simulated_annealing,0.25698304176330566,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",0,0.7011834319526628,0.6977225672877847,0.21705426356589147,0.1797752808988764,300,1352,[8],300
275,simulated_annealing,0.32886219024658203,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",0,0.7115384615384616,0.7101449275362319,0.2040816326530612,0.1764705882352941,400,1352,[8],400
276,simulated_annealing,0.09132099151611328,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",0,0.7113268608414239,0.7060041407867494,0.19784172661870503,0.1744186046511628,100,1545,[8],100
277,simulated_annealing,0.1837759017944336,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",0,0.7055016181229773,0.6997929606625258,0.20315236427320488,0.17142857142857143,200,1545,[8],200
278,simulated_annealing,0.28458595275878906,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",0,0.7055016181229773,0.6977225672877847,0.2114384748700173,0.1797752808988764,300,1545,[8],300
279,simulated_annealing,0.356982946395874,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",0,0.7152103559870551,0.7101449275362319,0.19999999999999998,0.1764705882352941,400,1545,[8],400
280,simulated_annealing,0.09723091125488281,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",0,0.7059838895281934,0.7060041407867494,0.2003129890453834,0.1744186046511628,100,1738,[8],100
281,simulated_annealing,0.21746397018432617,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",0,0.7002301495972382,0.6997929606625258,0.20458015267175572,0.17142857142857143,200,1738,[8],200
282,simulated_annealing,0.29504895210266113,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",0,0.6990794016110472,0.6977225672877847,0.21116138763197587,0.1797752808988764,300,1738,[8],300
283,simulated_annealing,0.3846559524536133,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",0,0.7088607594936709,0.7101449275362319,0.20189274447949523,0.1764705882352941,400,1738,[8],400
284,simulated_annealing,0.10366201400756836,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",0,0.7028985507246377,0.7060041407867494,0.20277777777777778,0.1744186046511628,100,1932,[8],100
285,simulated_annealing,0.21302294731140137,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",0,0.6972049689440993,0.6997929606625258,0.2062415196743555,0.17142857142857143,200,1932,[8],200
286,simulated_annealing,0.3088209629058838,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",0,0.6966873706004141,0.6977225672877847,0.21236559139784947,0.1797752808988764,300,1932,[8],300
287,simulated_annealing,0.41725611686706543,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",0,0.7065217391304348,0.7101449275362319,0.2047685834502104,0.1764705882352941,400,1932,[8],400
288,simulated_annealing,0.06292200088500977,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",1,0.8566493955094991,0.8633540372670807,0.0,0.0,100,579,[8],100
289,simulated_annealing,0.12461519241333008,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",1,0.8566493955094991,0.8633540372670807,0.0,0.0,200,579,[8],200
290,simulated_annealing,0.16435503959655762,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",1,0.8566493955094991,0.8633540372670807,0.0,0.0,300,579,[8],300
291,simulated_annealing,0.19681310653686523,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",1,0.8566493955094991,0.8633540372670807,0.0,0.0,400,579,[8],400
292,simulated_annealing,0.058541059494018555,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",1,0.8588082901554405,0.8633540372670807,0.0,0.0,100,772,[8],100
293,simulated_annealing,0.11893916130065918,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",1,0.8588082901554405,0.8633540372670807,0.0,0.0,200,772,[8],200
294,simulated_annealing,0.17472195625305176,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",1,0.8588082901554405,0.8633540372670807,0.0,0.0,300,772,[8],300
295,simulated_annealing,0.2155611515045166,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",1,0.8588082901554405,0.8633540372670807,0.0,0.0,400,772,[8],400
296,simulated_annealing,0.05889415740966797,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",1,0.8623188405797102,0.8633540372670807,0.0,0.0,100,966,[8],100
297,simulated_annealing,0.1225900650024414,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",1,0.8623188405797102,0.8633540372670807,0.0,0.0,200,966,[8],200
298,simulated_annealing,0.19150972366333008,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",1,0.8623188405797102,0.8633540372670807,0.0,0.0,300,966,[8],300
299,simulated_annealing,0.2552666664123535,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",1,0.8623188405797102,0.8633540372670807,0.0,0.0,400,966,[8],400
300,simulated_annealing,0.07474112510681152,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",1,0.8645383951682485,0.8633540372670807,0.0,0.0,100,1159,[8],100
301,simulated_annealing,0.15134501457214355,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",1,0.8645383951682485,0.8633540372670807,0.0,0.0,200,1159,[8],200
302,simulated_annealing,0.23908019065856934,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",1,0.8645383951682485,0.8633540372670807,0.0,0.0,300,1159,[8],300
303,simulated_annealing,0.3301398754119873,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",1,0.8645383951682485,0.8633540372670807,0.0,0.0,400,1159,[8],400
304,simulated_annealing,0.08692789077758789,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",1,0.8668639053254438,0.8633540372670807,0.0,0.0,100,1352,[8],100
305,simulated_annealing,0.18251800537109375,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",1,0.8668639053254438,0.8633540372670807,0.0,0.0,200,1352,[8],200
306,simulated_annealing,0.2670168876647949,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",1,0.8668639053254438,0.8633540372670807,0.0,0.0,300,1352,[8],300
307,simulated_annealing,0.3474287986755371,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",1,0.8668639053254438,0.8633540372670807,0.0,0.0,400,1352,[8],400
308,simulated_annealing,0.09673476219177246,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",1,0.8673139158576052,0.8633540372670807,0.0,0.0,100,1545,[8],100
309,simulated_annealing,0.18914365768432617,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",1,0.8673139158576052,0.8633540372670807,0.0,0.0,200,1545,[8],200
310,simulated_annealing,0.2935628890991211,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",1,0.8673139158576052,0.8633540372670807,0.0,0.0,300,1545,[8],300
311,simulated_annealing,0.38425183296203613,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",1,0.8673139158576052,0.8633540372670807,0.0,0.0,400,1545,[8],400
312,simulated_annealing,0.10202217102050781,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",1,0.8642117376294591,0.8633540372670807,0.0,0.0,100,1738,[8],100
313,simulated_annealing,0.20863914489746094,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",1,0.8642117376294591,0.8633540372670807,0.0,0.0,200,1738,[8],200
314,simulated_annealing,0.3121011257171631,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",1,0.8642117376294591,0.8633540372670807,0.0,0.0,300,1738,[8],300
315,simulated_annealing,0.38724780082702637,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",1,0.8642117376294591,0.8633540372670807,0.0,0.0,400,1738,[8],400
316,simulated_annealing,0.10854220390319824,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",1,0.8643892339544513,0.8633540372670807,0.0,0.0,100,1932,[8],100
317,simulated_annealing,0.21407103538513184,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",1,0.8643892339544513,0.8633540372670807,0.0,0.0,200,1932,[8],200
318,simulated_annealing,0.3203279972076416,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",1,0.8643892339544513,0.8633540372670807,0.0,0.0,300,1932,[8],300
319,simulated_annealing,0.42048001289367676,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",1,0.8643892339544513,0.8633540372670807,0.0,0.0,400,1932,[8],400
320,simulated_annealing,0.06407904624938965,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",2,0.2867012089810017,0.3250517598343685,0.1756487025948104,0.22380952380952382,100,579,[8],100
321,simulated_annealing,0.13001513481140137,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",2,0.2815198618307427,0.3146997929606625,0.1875,0.22843822843822845,200,579,[8],200
322,simulated_annealing,0.18053126335144043,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",2,0.7892918825561313,0.772256728778468,0.04687500000000001,0.05172413793103448,300,579,[8],300
323,simulated_annealing,0.22623109817504883,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",2,0.8825561312607945,0.8592132505175983,0.0,0.0,400,579,[8],400
324,simulated_annealing,0.06285500526428223,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",2,0.42357512953367876,0.43685300207039335,0.14258188824662812,0.18072289156626506,100,772,[8],100
325,simulated_annealing,0.12354183197021484,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",2,0.866580310880829,0.8612836438923396,0.0,0.0,200,772,[8],200
326,simulated_annealing,0.18275785446166992,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",2,0.5582901554404145,0.5755693581780539,0.10026385224274406,0.10480349344978165,300,772,[8],300
327,simulated_annealing,0.22060894966125488,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",2,0.8626943005181347,0.8571428571428571,0.0,0.0,400,772,[8],400
328,simulated_annealing,0.06022810935974121,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",2,0.33954451345755693,0.3333333333333333,0.18829516539440203,0.20297029702970296,100,966,[8],100
329,simulated_annealing,0.12014222145080566,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",2,0.8623188405797102,0.855072463768116,0.0,0.0,200,966,[8],200
330,simulated_annealing,0.17865395545959473,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",2,0.7443064182194618,0.7432712215320911,0.060836501901140684,0.07462686567164178,300,966,[8],300
331,simulated_annealing,0.24758696556091309,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",2,0.8695652173913043,0.8633540372670807,0.0,0.0,400,966,[8],400
332,simulated_annealing,0.0716850757598877,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",2,0.34167385677308026,0.3333333333333333,0.18743343982960597,0.20297029702970296,100,1159,[8],100
333,simulated_annealing,0.15650510787963867,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",2,0.8636755823986195,0.8592132505175983,0.0,0.0,200,1159,[8],200
334,simulated_annealing,0.24245190620422363,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",2,0.7385677308024159,0.7432712215320911,0.06191950464396285,0.07462686567164178,300,1159,[8],300
335,simulated_annealing,0.32364583015441895,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",2,0.8697152717860225,0.8633540372670807,0.0,0.0,400,1159,[8],400
336,simulated_annealing,0.09208226203918457,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",2,0.3113905325443787,0.32091097308488614,0.20359281437125748,0.2300469483568075,100,1352,[8],100
337,simulated_annealing,0.18106889724731445,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",2,0.3091715976331361,0.3084886128364389,0.20847457627118646,0.23394495412844035,200,1352,[8],200
338,simulated_annealing,0.29650306701660156,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",2,0.7159763313609467,0.722567287784679,0.07246376811594203,0.08219178082191782,300,1352,[8],300
339,simulated_annealing,0.35968708992004395,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",2,0.8624260355029586,0.8592132505175983,0.0,0.0,400,1352,[8],400
340,simulated_annealing,0.09874105453491211,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",2,0.31650485436893205,0.32091097308488614,0.20720720720720723,0.22274881516587675,100,1545,[8],100
341,simulated_annealing,0.18930935859680176,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",2,0.3093851132686084,0.3084886128364389,0.21486387049300956,0.23041474654377878,200,1545,[8],200
342,simulated_annealing,0.2961127758026123,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",2,0.7417475728155339,0.7515527950310559,0.06117647058823529,0.07692307692307693,300,1545,[8],300
343,simulated_annealing,0.38576412200927734,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",2,0.8621359223300971,0.8633540372670807,0.0,0.0,400,1545,[8],400
344,simulated_annealing,0.10363507270812988,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",2,0.3193325661680092,0.3250517598343685,0.20657276995305165,0.22380952380952382,100,1738,[8],100
345,simulated_annealing,0.20853972434997559,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",2,0.3147295742232451,0.3146997929606625,0.21901639344262297,0.22843822843822845,200,1738,[8],200
346,simulated_annealing,0.31186509132385254,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",2,0.7600690448791715,0.7598343685300207,0.054421768707483,0.07936507936507936,300,1738,[8],300
347,simulated_annealing,0.42101407051086426,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",2,0.8601841196777905,0.8633540372670807,0.0,0.0,400,1738,[8],400
348,simulated_annealing,0.11340093612670898,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",2,0.3198757763975155,0.3250517598343685,0.2055622732769045,0.22380952380952382,100,1932,[8],100
349,simulated_annealing,0.2592298984527588,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",2,0.3136645962732919,0.3146997929606625,0.21631205673758866,0.22843822843822845,200,1932,[8],200
350,simulated_annealing,0.32669711112976074,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",2,0.7619047619047619,0.7598343685300207,0.06504065040650406,0.07936507936507936,300,1932,[8],300
351,simulated_annealing,0.42942333221435547,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",2,0.8586956521739131,0.8592132505175983,0.0,0.0,400,1932,[8],400
352,simulated_annealing,0.06489896774291992,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",3,0.8860103626943006,0.8633540372670807,0.0,0.0,100,579,[8],100
353,simulated_annealing,0.1325230598449707,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",3,0.8860103626943006,0.8633540372670807,0.0,0.0,200,579,[8],200
354,simulated_annealing,0.18866586685180664,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",3,0.8860103626943006,0.8633540372670807,0.0,0.0,300,579,[8],300
355,simulated_annealing,0.21621417999267578,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",3,0.8860103626943006,0.8633540372670807,0.0,0.0,400,579,[8],400
356,simulated_annealing,0.05722308158874512,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",3,0.8782383419689119,0.8633540372670807,0.0,0.0,100,772,[8],100
357,simulated_annealing,0.11392712593078613,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",3,0.8782383419689119,0.8633540372670807,0.0,0.0,200,772,[8],200
358,simulated_annealing,0.16956877708435059,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",3,0.8782383419689119,0.8633540372670807,0.0,0.0,300,772,[8],300
359,simulated_annealing,0.22558379173278809,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",3,0.8782383419689119,0.8633540372670807,0.0,0.0,400,772,[8],400
360,simulated_annealing,0.062107086181640625,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",3,0.870600414078675,0.8633540372670807,0.0,0.0,100,966,[8],100
361,simulated_annealing,0.11969995498657227,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",3,0.870600414078675,0.8633540372670807,0.0,0.0,200,966,[8],200
362,simulated_annealing,0.1827080249786377,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",3,0.870600414078675,0.8633540372670807,0.0,0.0,300,966,[8],300
363,simulated_annealing,0.2531766891479492,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",3,0.870600414078675,0.8633540372670807,0.0,0.0,400,966,[8],400
364,simulated_annealing,0.07751607894897461,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",3,0.8662640207075065,0.8633540372670807,0.0,0.0,100,1159,[8],100
365,simulated_annealing,0.16421103477478027,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",3,0.8662640207075065,0.8633540372670807,0.0,0.0,200,1159,[8],200
366,simulated_annealing,0.25481700897216797,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",3,0.8662640207075065,0.8633540372670807,0.0,0.0,300,1159,[8],300
367,simulated_annealing,0.33238720893859863,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",3,0.8662640207075065,0.8633540372670807,0.0,0.0,400,1159,[8],400
368,simulated_annealing,0.10066103935241699,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",3,0.8668639053254438,0.8633540372670807,0.0,0.0,100,1352,[8],100
369,simulated_annealing,0.18672776222229004,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",3,0.8668639053254438,0.8633540372670807,0.0,0.0,200,1352,[8],200
370,simulated_annealing,0.2727952003479004,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",3,0.8668639053254438,0.8633540372670807,0.0,0.0,300,1352,[8],300
371,simulated_annealing,0.36879730224609375,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",3,0.8668639053254438,0.8633540372670807,0.0,0.0,400,1352,[8],400
372,simulated_annealing,0.09631609916687012,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",3,0.8653721682847897,0.8633540372670807,0.0,0.0,100,1545,[8],100
373,simulated_annealing,0.19484496116638184,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",3,0.8653721682847897,0.8633540372670807,0.0,0.0,200,1545,[8],200
374,simulated_annealing,0.2998671531677246,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",3,0.8653721682847897,0.8633540372670807,0.0,0.0,300,1545,[8],300
375,simulated_annealing,0.39966273307800293,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",3,0.8653721682847897,0.8633540372670807,0.0,0.0,400,1545,[8],400
376,simulated_annealing,0.10788607597351074,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",3,0.8659378596087457,0.8633540372670807,0.0,0.0,100,1738,[8],100
377,simulated_annealing,0.21194195747375488,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",3,0.8659378596087457,0.8633540372670807,0.0,0.0,200,1738,[8],200
378,simulated_annealing,0.3177618980407715,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",3,0.8659378596087457,0.8633540372670807,0.0,0.0,300,1738,[8],300
379,simulated_annealing,0.41810107231140137,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",3,0.8659378596087457,0.8633540372670807,0.0,0.0,400,1738,[8],400
380,simulated_annealing,0.11352396011352539,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",3,0.8643892339544513,0.8633540372670807,0.0,0.0,100,1932,[8],100
381,simulated_annealing,0.23509812355041504,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",3,0.8643892339544513,0.8633540372670807,0.0,0.0,200,1932,[8],200
382,simulated_annealing,0.33936405181884766,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",3,0.8643892339544513,0.8633540372670807,0.0,0.0,300,1932,[8],300
383,simulated_annealing,0.45841312408447266,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",3,0.8643892339544513,0.8633540372670807,0.0,0.0,400,1932,[8],400
384,simulated_annealing,0.06616497039794922,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",4,0.1848013816925734,0.18840579710144928,0.23127035830618894,0.24031007751937986,100,579,[8],100
385,simulated_annealing,0.13396382331848145,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",4,0.17616580310880828,0.17805383022774326,0.22940226171243944,0.23506743737957614,200,579,[8],200
386,simulated_annealing,0.17299103736877441,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",4,0.4162348877374784,0.38923395445134573,0.1990521327014218,0.19618528610354222,300,579,[8],300
387,simulated_annealing,0.2245650291442871,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",4,0.33506044905008636,0.3002070393374741,0.20944558521560577,0.20657276995305163,400,579,[8],400
388,simulated_annealing,0.06187796592712402,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",4,0.16321243523316062,0.16770186335403728,0.24178403755868544,0.24150943396226415,100,772,[8],100
389,simulated_annealing,0.1217200756072998,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",4,0.13989637305699482,0.14078674948240166,0.23853211009174308,0.23853211009174313,200,772,[8],200
390,simulated_annealing,0.18385720252990723,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",4,0.25647668393782386,0.2236024844720497,0.23056300268096513,0.21711899791231734,300,772,[8],300
391,simulated_annealing,0.22720575332641602,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",4,0.27331606217616583,0.2629399585921325,0.2019914651493599,0.2088888888888889,400,772,[8],400
392,simulated_annealing,0.06298279762268066,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",4,0.16977225672877846,0.16770186335403728,0.25464684014869887,0.24150943396226415,100,966,[8],100
393,simulated_annealing,0.12385010719299316,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",4,0.14699792960662525,0.14078674948240166,0.2509090909090909,0.23853211009174313,200,966,[8],200
394,simulated_annealing,0.19178986549377441,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",4,0.2587991718426501,0.2236024844720497,0.24152542372881355,0.21711899791231734,300,966,[8],300
395,simulated_annealing,0.2628438472747803,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=400)",4,0.3167701863354037,0.2753623188405797,0.21241050119331745,0.19724770642201833,400,966,[8],400
396,simulated_annealing,0.07803511619567871,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8])",4,0.15703192407247626,0.16770186335403728,0.2396887159533074,0.24150943396226415,100,1159,[8],100
397,simulated_annealing,0.16399216651916504,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=200)",4,0.13805004314063848,0.14078674948240166,0.23798627002288328,0.23853211009174313,200,1159,[8],200
398,simulated_annealing,0.24889397621154785,"NeuralNetwork(clip_max=5, early_stopping=True, hidden_nodes=[8], max_iters=300)",4,0.2450388265746333,0.2236024844720497,0.22771403353927624,0.21711899791231734,300,1159,[8],300
